Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2345,0,830.0,3240.4148036522715,2.261943183839321,12340.139747597277,57.46140724946695,39.4742571682221,0.0,830,3700,6000,7400,11000,12000,12000,12000,12000,12000,12000
,Aggregated,2345,0,830.0,3240.4148036522715,2.261943183839321,12340.139747597277,57.46140724946695,39.4742571682221,0.0,830,3700,6000,7400,11000,12000,12000,12000,12000,12000,12000
