Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2851,0,7600.0,6235.765199498405,2.4609779939055443,13417.772688902915,57.44300245527885,23.92443123249167,0.0,7600,8100,8300,8500,8800,9000,9400,11000,13000,13000,13000
,Aggregated,2851,0,7600.0,6235.765199498405,2.4609779939055443,13417.772688902915,57.44300245527885,23.92443123249167,0.0,7600,8100,8300,8500,8800,9000,9400,11000,13000,13000,13000
