Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,4645,0,2200.0,3183.716192959925,2.694752998650074,13351.936158258468,57.42734122712594,39.01066234537254,0.0,2200,4600,5900,6700,8000,8700,8900,9000,12000,13000,13000
,Aggregated,4645,0,2200.0,3183.716192959925,2.694752998650074,13351.936158258468,57.42734122712594,39.01066234537254,0.0,2200,4600,5900,6700,8000,8700,8900,9000,12000,13000,13000
