Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,1959,7,5400.0,8791.562650532658,878.1176907941699,89123.77605680376,42.24655436447167,16.4558562282225,0.05880091556792114,5400,6200,8100,11000,20000,22000,36000,55000,89000,89000,89000
,Aggregated,1959,7,5400.0,8791.562650532658,878.1176907941699,89123.77605680376,42.24655436447167,16.4558562282225,0.05880091556792114,5400,6200,8100,11000,20000,22000,36000,55000,89000,89000,89000
