Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2436,0,15000.0,11900.140907411267,3.069397062063217,28446.055168751627,57.42939244663383,20.438473044552744,0.0,15000,15000,16000,17000,19000,19000,19000,19000,28000,28000,28000
,Aggregated,2436,0,15000.0,11900.140907411267,3.069397062063217,28446.055168751627,57.42939244663383,20.438473044552744,0.0,15000,15000,16000,17000,19000,19000,19000,19000,28000,28000,28000
