Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2440,0,5300.0,7167.723752297728,983.6957822553813,71156.70844027773,42.44139344262295,20.450626819767216,0.0,5300,6000,6600,7800,9400,20000,22000,37000,71000,71000,71000
,Aggregated,2440,0,5300.0,7167.723752297728,983.6957822553813,71156.70844027773,42.44139344262295,20.450626819767216,0.0,5300,6000,6600,7800,9400,20000,22000,37000,71000,71000,71000
