Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,102,0,13000.0,9933.440867108384,790.0853529572487,13642.494623549283,877.7352941176471,3.5343937701336556,0.0,13000,13000,13000,13000,14000,14000,14000,14000,14000,14000,14000
,Aggregated,102,0,13000.0,9933.440867108384,790.0853529572487,13642.494623549283,877.7352941176471,3.5343937701336556,0.0,13000,13000,13000,13000,14000,14000,14000,14000,14000,14000,14000
