Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,133,0,8300.0,7584.186118348201,145.2343538403511,12400.762800127268,877.9172932330827,4.571950253490359,0.0,8300,11000,12000,12000,12000,12000,12000,12000,12000,12000,12000
,Aggregated,133,0,8300.0,7584.186118348201,145.2343538403511,12400.762800127268,877.9172932330827,4.571950253490359,0.0,8300,11000,12000,12000,12000,12000,12000,12000,12000,12000,12000
