Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,4751,68,7500.0,7177.161002158021,679.3400337919593,10720.675157383084,62.394864239107555,26.53644292849214,0.37981017030887504,7500,7700,7800,7900,8300,8600,9900,10000,11000,11000,11000
,Aggregated,4751,68,7500.0,7177.161002158021,679.3400337919593,10720.675157383084,62.394864239107555,26.53644292849214,0.37981017030887504,7500,7700,7800,7900,8300,8600,9900,10000,11000,11000,11000
