route,Response Time (ms),responseCode
/matmul,679.3400337919593,200
/matmul,694.7367507964373,200
/matmul,709.7240360453725,200
/matmul,721.141547895968,200
/matmul,741.2471631541848,200
/matmul,749.0599080920219,200
/matmul,771.5571904554963,200
/matmul,779.5844357460737,200
/matmul,787.2209083288908,200
/matmul,813.9781327918172,200
/matmul,819.6675265207887,200
/matmul,827.3170366883278,200
/matmul,844.1068874672055,200
/matmul,853.1109793111682,200
/matmul,866.9563001021743,200
/matmul,883.5101714357734,200
/matmul,893.1343760341406,200
/matmul,909.6839828416705,200
/matmul,914.7524954751134,200
/matmul,923.3964560553432,200
/matmul,931.9622488692403,200
/matmul,936.0181642696261,200
/matmul,947.2837205976248,200
/matmul,958.9157700538635,200
/matmul,975.16655549407,200
/matmul,1020.5379873514175,200
/matmul,1410.3105533868074,200
/matmul,1421.4693745598197,200
/matmul,1463.0372719839215,200
/matmul,1464.4618723541498,200
/matmul,1464.5976899191737,200
/matmul,1502.310541458428,200
/matmul,1529.3867457658052,200
/matmul,1543.08545216918,200
/matmul,1552.9631972312927,200
/matmul,1585.152493789792,200
/matmul,1594.412068836391,200
/matmul,1610.877868719399,200
/matmul,1619.3918958306313,200
/matmul,1623.4658593311906,200
/matmul,1630.8274483308196,200
/matmul,1640.6729398295283,200
/matmul,1643.092385493219,200
/matmul,1644.3010801449418,200
/matmul,1644.3686503916979,200
/matmul,1645.8069970831275,200
/matmul,1648.0929041281343,200
/matmul,1647.6348573341966,200
/matmul,1648.7762406468391,200
/matmul,1650.4109958186746,200
/matmul,894.4520838558674,200
/matmul,903.716984204948,200
/matmul,924.7570717707276,200
/matmul,966.8901655822992,200
/matmul,1028.0909202992916,200
/matmul,1097.5514287129045,200
/matmul,1240.889542736113,200
/matmul,1347.783276811242,200
/matmul,1510.7920002192259,200
/matmul,1642.6500864326954,200
/matmul,1712.432611733675,200
/matmul,1973.8589087501168,200
/matmul,1979.9371920526028,200
/matmul,2043.5584969818592,200
/matmul,2045.8174515515566,200
/matmul,2047.5663496181369,200
/matmul,2049.3624275550246,200
/matmul,2078.3454291522503,200
/matmul,2091.408770531416,200
/matmul,2099.8733239248395,200
/matmul,2125.712658278644,200
/matmul,2134.8248636350036,200
/matmul,2146.5515000745654,200
/matmul,2153.8939755409956,200
/matmul,2169.1415142267942,200
/matmul,2170.1573627069592,200
/matmul,2179.9278501421213,200
/matmul,2186.8683118373156,200
/matmul,2193.218627013266,200
/matmul,2194.106301292777,200
/matmul,2198.0952452868223,200
/matmul,2211.994762532413,200
/matmul,2216.510944068432,200
/matmul,2226.031278260052,200
/matmul,2228.481682948768,200
/matmul,2232.306769117713,200
/matmul,2233.5366550832987,200
/matmul,2239.6491998806596,200
/matmul,2243.276166729629,200
/matmul,2243.86128783226,200
/matmul,2249.8533986508846,200
/matmul,2258.5113141685724,200
/matmul,2261.290973983705,200
/matmul,2264.436042867601,200
/matmul,2269.9476992711425,200
/matmul,2271.056443452835,200
/matmul,2279.991429299116,200
/matmul,2281.3544711098075,200
/matmul,2282.200910151005,200
/matmul,2285.5731677263975,200
/matmul,2324.6280681341887,200
/matmul,2241.2324380129576,200
/matmul,2281.2988832592964,200
/matmul,2281.384496949613,200
/matmul,2334.7980407997966,200
/matmul,2340.5813137069345,200
/matmul,2374.4859164580703,200
/matmul,2396.011855453253,200
/matmul,2419.4737896323204,200
/matmul,2449.8634692281485,200
/matmul,2458.117018453777,200
/matmul,2483.631811104715,200
/matmul,2511.503749527037,200
/matmul,2540.827013552189,200
/matmul,2551.207941956818,200
/matmul,2581.3441295176744,200
/matmul,2588.496059179306,200
/matmul,2629.1407393291593,200
/matmul,2655.734648928046,200
/matmul,2660.992977209389,200
/matmul,2664.500329643488,200
/matmul,2682.6389534398913,200
/matmul,2687.6802127808332,200
/matmul,2696.210495196283,200
/matmul,2710.3699278086424,200
/matmul,2711.3737342879176,200
/matmul,2733.8415142148733,200
/matmul,2736.6800252348185,200
/matmul,2756.371936760843,200
/matmul,2760.5085587128997,200
/matmul,2762.2996224090457,200
/matmul,2765.874397009611,200
/matmul,2765.862393192947,200
/matmul,2771.887202747166,200
/matmul,2774.7692419216037,200
/matmul,2783.421855419874,200
/matmul,2785.481317900121,200
/matmul,2789.265734143555,200
/matmul,2793.8860207796097,200
/matmul,2798.8184858113527,200
/matmul,2799.34255592525,200
/matmul,2800.5202524363995,200
/matmul,2800.044466741383,200
/matmul,2807.0905264467,200
/matmul,2808.2830710336566,200
/matmul,2812.383856624365,200
/matmul,2813.9320965856314,200
/matmul,2813.808117993176,200
/matmul,2816.1135083064437,200
/matmul,2818.471359089017,200
/matmul,2819.077502004802,200
/matmul,2821.4440224692225,200
/matmul,2822.208035737276,200
/matmul,2931.3659137114882,200
/matmul,2862.369664013386,200
/matmul,2924.344290047884,200
/matmul,2667.1994728967547,200
/matmul,2657.483627088368,200
/matmul,2732.4914587661624,200
/matmul,2753.9514610543847,200
/matmul,2694.145974703133,200
/matmul,2682.970884256065,200
/matmul,2623.239953070879,200
/matmul,2620.0350020080805,200
/matmul,2544.1398145630956,200
/matmul,2564.378408715129,200
/matmul,2538.499572314322,200
/matmul,2503.5384614020586,200
/matmul,2550.2931168302894,200
/matmul,2397.758351638913,200
/matmul,2417.7043810486794,200
/matmul,2289.143188856542,200
/matmul,2300.6104938685894,200
/matmul,2293.8965130597353,200
/matmul,2301.5915900468826,200
/matmul,2589.2468616366386,200
/matmul,2673.454041592777,200
/matmul,2675.760897807777,200
/matmul,2704.8447923734784,200
/matmul,2714.4285840913653,200
/matmul,2725.7002675905824,200
/matmul,2732.3766546323895,200
/matmul,2959.303573705256,200
/matmul,3023.61898124218,200
/matmul,3246.715234592557,200
/matmul,3598.415546119213,200
/matmul,3775.599427521229,200
/matmul,3894.702397286892,200
/matmul,3901.8825106322765,200
/matmul,4012.093422934413,200
/matmul,4173.16166870296,200
/matmul,4252.27642711252,200
/matmul,4258.899980224669,200
/matmul,4328.37191876024,200
/matmul,4352.980511263013,200
/matmul,3446.0209384560585,0
/matmul,3465.078992769122,0
/matmul,3472.7960349991918,0
/matmul,4453.539757989347,200
/matmul,4460.978776216507,200
/matmul,3489.4219981506467,0
/matmul,3539.300065487623,0
/matmul,4575.990553945303,200
/matmul,3572.697044350207,0
/matmul,3595.706144347787,0
/matmul,4604.328233748674,200
/matmul,3604.706296697259,0
/matmul,4612.003326416016,200
/matmul,3610.3798765689135,0
/matmul,4633.324746973813,200
/matmul,3638.4077416732907,0
/matmul,4634.086473844945,200
/matmul,3669.9738036841154,0
/matmul,4675.988889299333,200
/matmul,3687.7406891435385,0
/matmul,3707.0182655006647,0
/matmul,3718.4448773041368,0
/matmul,3725.326197221875,0
/matmul,3747.599434107542,0
/matmul,4757.371416315436,200
/matmul,3765.920113772154,0
/matmul,4768.989051692188,200
/matmul,3788.7948928400874,0
/matmul,3796.6999197378755,0
/matmul,3818.7575545161963,0
/matmul,4827.109843492508,200
/matmul,3825.7031571120024,0
/matmul,4829.7871761024,200
/matmul,3841.467213816941,0
/matmul,3848.245277069509,0
/matmul,4857.97821637243,200
/matmul,3855.1773503422737,0
/matmul,3863.1037455052137,0
/matmul,3873.0197716504335,0
/matmul,4880.887316539884,200
/matmul,4891.2622621282935,200
/matmul,4910.295967012644,200
/matmul,4917.469615116715,200
/matmul,4929.879244416952,200
/matmul,3931.2359848991036,0
/matmul,4936.739733442664,200
/matmul,3939.7605946287513,0
/matmul,3925.1681761816144,0
/matmul,4970.330260694027,200
/matmul,4989.095768891275,200
/matmul,5010.550457984209,200
/matmul,5017.67155341804,200
/matmul,5047.821304760873,200
/matmul,5054.696621373296,200
/matmul,5055.6155778467655,200
/matmul,5062.267131172121,200
/matmul,5068.374175578356,200
/matmul,5027.138012461364,200
/matmul,4959.572376683354,200
/matmul,5073.780903592706,200
/matmul,5077.605347149074,200
/matmul,5090.5625484883785,200
/matmul,5002.836494706571,200
/matmul,5075.674723833799,200
/matmul,4951.0572627186775,200
/matmul,5019.0043626353145,200
/matmul,5016.982274129987,200
/matmul,4942.952524870634,200
/matmul,4970.258503220975,200
/matmul,4909.353519789875,200
/matmul,4914.127975702286,200
/matmul,4923.110536299646,200
/matmul,4841.275646351278,200
/matmul,4829.749537631869,200
/matmul,4729.353303089738,200
/matmul,4738.661372102797,200
/matmul,4737.542765215039,200
/matmul,4716.88908431679,200
/matmul,4687.845788896084,200
/matmul,4665.343242697418,200
/matmul,4708.599048666656,200
/matmul,4300.070038065314,0
/matmul,4287.0529890060425,0
/matmul,4659.382056444883,200
/matmul,4560.397245921195,200
/matmul,4686.86783593148,200
/matmul,4650.585015304387,200
/matmul,4596.9400918111205,200
/matmul,4654.080008156598,200
/matmul,4604.021689854562,200
/matmul,4608.091558329761,200
/matmul,4610.262244939804,200
/matmul,4613.9337830245495,200
/matmul,4618.917523883283,200
/matmul,4635.572962462902,200
/matmul,4637.509749270976,200
/matmul,4638.664145953953,200
/matmul,4641.699102707207,200
/matmul,4640.423683449626,200
/matmul,4637.534900568426,200
/matmul,4611.259906552732,200
/matmul,4624.05229639262,200
/matmul,4642.589713446796,200
/matmul,4644.727232865989,200
/matmul,4645.7993518561125,200
/matmul,4645.932765677571,200
/matmul,4648.704085499048,200
/matmul,4648.817737586796,200
/matmul,4650.740751996636,200
/matmul,4654.136497527361,200
/matmul,4657.118370756507,200
/matmul,4694.726361893117,200
/matmul,4661.746947094798,200
/matmul,4691.926874220371,200
/matmul,4632.120979018509,200
/matmul,4652.03710924834,200
/matmul,4558.778755366802,200
/matmul,4555.501594208181,200
/matmul,4599.235597066581,200
/matmul,4578.6545518785715,200
/matmul,4568.169044330716,200
/matmul,4473.410567268729,200
/matmul,4472.837666980922,200
/matmul,4472.229292616248,200
/matmul,4481.222853064537,200
/matmul,4443.473615683615,200
/matmul,4411.279362626374,200
/matmul,4382.5458670035005,200
/matmul,4384.622602723539,200
/matmul,4311.815652064979,200
/matmul,4307.2539158165455,200
/matmul,4312.210357747972,200
/matmul,4310.431213118136,200
/matmul,4169.056397862732,200
/matmul,4225.84589291364,200
/matmul,4223.187678493559,200
/matmul,5012.013583444059,200
/matmul,5398.0053486302495,200
/matmul,5485.939558595419,200
/matmul,5608.396843075752,200
/matmul,5622.928386554122,200
/matmul,5671.801617369056,200
/matmul,5673.180354759097,200
/matmul,5675.51969923079,200
/matmul,5695.818978361785,200
/matmul,5686.144729144871,200
/matmul,5741.8703734874725,200
/matmul,5679.755751043558,200
/matmul,5628.855288028717,200
/matmul,5591.957064345479,200
/matmul,5586.3230200484395,200
/matmul,5550.178999081254,200
/matmul,5570.416594855487,200
/matmul,5542.636741884053,200
/matmul,5556.920774281025,200
/matmul,5564.580156467855,200
/matmul,5566.921055316925,200
/matmul,5537.700939923525,200
/matmul,5537.783920764923,200
/matmul,5431.045299395919,200
/matmul,5454.588019289076,200
/matmul,5484.4910288229585,200
/matmul,5448.457216843963,200
/matmul,5487.816856242716,200
/matmul,5413.587396964431,200
/matmul,5362.726216204464,200
/matmul,5377.946772612631,200
/matmul,5374.516758136451,200
/matmul,5370.419008657336,200
/matmul,5343.889617361128,200
/matmul,5337.960495613515,200
/matmul,5401.36178676039,200
/matmul,5642.922509461641,200
/matmul,5642.799448221922,200
/matmul,5735.240826383233,200
/matmul,5793.77824999392,200
/matmul,5921.08810134232,200
/matmul,5943.279947154224,200
/matmul,5957.0805206894875,200
/matmul,5989.770543761551,200
/matmul,6035.407889634371,200
/matmul,6108.252610079944,200
/matmul,6143.626713193953,200
/matmul,6149.554626084864,200
/matmul,6156.627408228815,200
/matmul,6155.0912000238895,200
/matmul,6191.196721047163,200
/matmul,6157.841524109244,200
/matmul,6163.8539070263505,200
/matmul,6206.752311438322,200
/matmul,6136.839175596833,200
/matmul,6194.621307775378,200
/matmul,6165.194189175963,200
/matmul,6141.715407371521,200
/matmul,6153.270523995161,200
/matmul,6147.356869652867,200
/matmul,6126.940621994436,200
/matmul,6133.618274703622,200
/matmul,6092.709381133318,200
/matmul,6118.85510571301,200
/matmul,6127.903933636844,200
/matmul,6103.194510564208,200
/matmul,6100.454987026751,200
/matmul,6106.356053613126,200
/matmul,6141.443930566311,200
/matmul,6119.28685195744,200
/matmul,6130.775783210993,200
/matmul,6114.134511910379,200
/matmul,6365.891199558973,200
/matmul,6324.020454660058,200
/matmul,6369.819498620927,200
/matmul,6335.256692953408,200
/matmul,6384.472358971834,200
/matmul,6362.4524138867855,200
/matmul,6383.7496200576425,200
/matmul,6407.645178958774,200
/matmul,6422.107730992138,200
/matmul,6375.988244079053,200
/matmul,6452.872487716377,200
/matmul,3725.5544029176235,0
/matmul,6510.613288730383,200
/matmul,3636.393037624657,0
/matmul,3633.903481066227,0
/matmul,6610.260516405106,200
/matmul,3597.1662383526564,0
/matmul,3605.185921303928,0
/matmul,3602.2469475865364,0
/matmul,3595.07323987782,0
/matmul,6639.141162857413,200
/matmul,6688.414232805371,200
/matmul,6700.310689397156,200
/matmul,3631.0582356527448,0
/matmul,3628.7243282422423,0
/matmul,6730.200871825218,200
/matmul,3623.43080714345,0
/matmul,3613.331029191613,0
/matmul,3622.2117030993104,0
/matmul,3622.4903790280223,0
/matmul,3646.790991537273,0
/matmul,3649.0073297172785,0
/matmul,3655.442868359387,0
/matmul,3633.684686385095,0
/matmul,3651.07199922204,0
/matmul,6787.5446155667305,200
/matmul,3633.1722047179937,0
/matmul,3684.2944314703345,0
/matmul,3689.0319427475333,0
/matmul,3689.196207560599,0
/matmul,3656.243521720171,0
/matmul,3662.5059032812715,0
/matmul,6930.729657411575,200
/matmul,6951.74793060869,200
/matmul,3665.9638211131096,0
/matmul,6981.658813543618,200
/matmul,6992.018852382898,200
/matmul,3578.3841125667095,0
/matmul,3549.925833940506,0
/matmul,3475.2577198669314,0
/matmul,7056.829001754522,200
/matmul,3469.9917268007994,0
/matmul,3455.633981153369,0
/matmul,3463.3848508819938,0
/matmul,3370.9041476249695,0
/matmul,3352.1439358592033,0
/matmul,3236.8217818439007,0
/matmul,3252.3634107783437,0
/matmul,7119.206256233156,200
/matmul,7093.301390297711,200
/matmul,3940.2294158935547,0
/matmul,7097.89698664099,200
/matmul,7173.891765996814,200
/matmul,7240.210933610797,200
/matmul,7214.412000030279,200
/matmul,3755.2630938589573,0
/matmul,7220.645532011986,200
/matmul,7262.712580151856,200
/matmul,7201.282750815153,200
/matmul,7253.656275570393,200
/matmul,7388.982035219669,200
/matmul,7459.841649979353,200
/matmul,7555.420599877834,200
/matmul,7658.654482103884,200
/matmul,7561.836692504585,200
/matmul,7552.921740338206,200
/matmul,7702.099691145122,200
/matmul,7730.755573138595,200
/matmul,7793.119885958731,200
