Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2405,82,8500.0,13802.51018039402,671.5036844834685,131028.62819936126,61.17962577962578,13.430329594135586,0.4579156036254129,8500,11000,14000,15000,23000,37000,73000,120000,131000,131000,131000
,Aggregated,2405,82,8500.0,13802.51018039402,671.5036844834685,131028.62819936126,61.17962577962578,13.430329594135586,0.4579156036254129,8500,11000,14000,15000,23000,37000,73000,120000,131000,131000,131000
