Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2583,0,12000.0,9879.746169217819,3.0693765729665756,19396.037326194346,78.29849012775843,14.378824127498628,0.0,12000,12000,12000,13000,13000,13000,13000,13000,19000,19000,19000
,Aggregated,2583,0,12000.0,9879.746169217819,3.0693765729665756,19396.037326194346,78.29849012775843,14.378824127498628,0.0,12000,12000,12000,13000,13000,13000,13000,13000,19000,19000,19000
