Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2821,0,7600.0,6356.639786243098,3.4601320512592793,12640.954222064465,57.4774902516838,23.65232782494229,0.0,7600,7900,8100,8200,8500,9200,9400,9600,12000,13000,13000
,Aggregated,2821,0,7600.0,6356.639786243098,3.4601320512592793,12640.954222064465,57.4774902516838,23.65232782494229,0.0,7600,7900,8100,8200,8500,9200,9400,9600,12000,13000,13000
