Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2450,9,5500.0,7214.852616464986,952.8666217811406,109205.57914208621,42.27673469387755,20.52920237238472,0.07541339646998468,5500,6000,6800,7900,12000,13000,20000,36000,109000,109000,109000
,Aggregated,2450,9,5500.0,7214.852616464986,952.8666217811406,109205.57914208621,42.27673469387755,20.52920237238472,0.07541339646998468,5500,6000,6800,7900,12000,13000,20000,36000,109000,109000,109000
