Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2388,1,11000.0,9454.823058631686,28.401220217347145,12615.159404464066,63.24539363484087,13.321364078168333,0.005578460669249721,11000,11000,11000,12000,12000,12000,12000,12000,13000,13000,13000
,Aggregated,2388,1,11000.0,9454.823058631686,28.401220217347145,12615.159404464066,63.24539363484087,13.321364078168333,0.005578460669249721,11000,11000,11000,12000,12000,12000,12000,12000,13000,13000,13000
