Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2640,0,12000.0,10489.972944231704,3.213183954358101,26876.1196420528,57.44659090909091,22.185501525574452,0.0,12000,13000,14000,14000,16000,17000,19000,19000,24000,27000,27000
,Aggregated,2640,0,12000.0,10489.972944231704,3.213183954358101,26876.1196420528,57.44659090909091,22.185501525574452,0.0,12000,13000,14000,14000,16000,17000,19000,19000,24000,27000,27000
