Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,278,0,81,90.43673314355154,8.86137317866087,255.16747497022152,57.55755395683453,31.77641233796848,0.0,81,130,150,160,190,210,230,250,260,260,260
,Aggregated,278,0,81,90.43673314355154,8.86137317866087,255.16747497022152,57.55755395683453,31.77641233796848,0.0,81,130,150,160,190,210,230,250,260,260,260
