Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,5188,0,390.0,478.66475334141114,7.866465486586094,1614.2027555033565,42.46646106399383,43.55315846131218,0.0,390,660,810,880,1100,1300,1500,1500,1600,1600,1600
,Aggregated,5188,0,390.0,478.66475334141114,7.866465486586094,1614.2027555033565,42.46646106399383,43.55315846131218,0.0,390,660,810,880,1100,1300,1500,1500,1600,1600,1600
