Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/matmul,2623,0,10000.0,10585.509312750819,2.738568000495434,31547.36410593614,57.487990850171556,22.068901202530373,0.0,10000,13000,14000,16000,20000,21000,21000,21000,30000,32000,32000
,Aggregated,2623,0,10000.0,10585.509312750819,2.738568000495434,31547.36410593614,57.487990850171556,22.068901202530373,0.0,10000,13000,14000,16000,20000,21000,21000,21000,30000,32000,32000
